20 inf
22 266.200000
24 345.600000
26 inf
28 274.400000
30 337.457818
32 409.600000
34 491.300000
36 388.767603
38 685.900000
40 533.288893
42 617.348554
44 532.366727
46 608.311981
48 691.156803
50 624.968752
52 585.842257
54 656.045330
56 731.672361
58 609.686895
60 599.966669
62 541.617617
64 546.099202
66 598.912568
68 604.642040
70 612.467189
72 583.163552
74 562.772030
76 577.562002
78 593.152928
80 581.785126
82 574.305773
84 569.869336
86 588.908024
88 567.855476
90 587.865299
92 556.173933
94 576.758397
96 567.102109
98 588.208237
100 384.593197
102 589.519061
104 592.002526
106 567.109968
108 572.563832
110 578.657914
112 561.937484
114 617.271421
116 578.072162
118 631.898929
120 557.383395
122 585.719631
124 560.738780
126 444.500836
128 551.845800
130 593.747678
132 560.930182
134 586.818853
136 571.658817
138 597.251763
140 559.965716
142 596.477947
144 514.793762
146 587.156697
148 549.421350
150 571.999966
152 566.384104
154 570.630586
156 575.177508
158 443.154982
160 568.853336
162 582.365197
164 572.814534
166 601.843437
168 571.246551
170 528.245490
172 503.775558
174 572.575518
176 567.856364
178 575.449666
180 485.969627
182 585.260930
184 561.181187
186 584.951014
188 464.633135
190 436.851156
192 468.705593
194 525.246360
196 476.522752
198 583.602295
200 492.277398
202 515.118305
204 556.665057
206 485.626093
208 499.908311
210 500.564155
212 508.136338
214 502.549529
216 503.853309
218 505.346357
220 501.049932
222 420.783240
224 473.210264
226 556.262453
228 455.831203
230 540.721009
232 423.267825
234 569.426020
236 417.251476
238 421.263421
240 453.218040
242 529.779215
244 415.025773
246 546.274496
248 435.772536
250 508.098067
252 484.909330
254 269.728982
256 469.263221
258 480.347726
260 423.491285
262 482.781519
264 430.376313
266 456.240652
268 403.091575
270 384.034652
272 400.445704
274 411.390768
276 394.802696
278 464.510628
280 383.417189
282 395.142913
284 336.836359
286 358.500800
288 343.689062
290 422.293839
292 362.116747
294 453.760640
296 369.149053
298 411.859059
300 390.149167
302 362.393484
304 373.573247
306 373.057621
308 358.042720
310 413.738030
312 381.525382
314 366.791469
316 381.069015
318 360.487100
320 368.986155
322 382.845669
324 360.276466
326 390.132784
328 339.282179
330 335.212258
332 332.655206
334 338.703336
336 309.891347
338 327.220768
340 316.947805
342 348.424907
344 296.683910
346 311.891169
348 280.196530
350 323.809006
352 282.457878
354 314.157928
356 273.094285
358 340.355245
360 273.144481
362 304.070180
364 265.559158
366 308.720458
368 252.190942
370 285.190509
372 245.589841
374 291.260367
376 235.611941
378 264.739036
380 227.859560
382 172.675022
384 221.170177
386 253.566493
388 224.298832
390 267.185973
392 217.603047
394 235.589923
396 215.011308
398 260.930679
400 196.910808
402 228.735028
404 199.199941
406 244.230891
408 209.608233
410 228.200875
412 193.177164
414 254.313597
416 194.558845
418 224.707944
420 181.576887
422 227.717342
424 175.219065
426 221.501313
428 186.661553
430 245.376639
432 184.477105
434 221.521434
436 188.356082
438 235.356797
440 185.574433
442 218.044170
444 182.720047
446 239.113145
448 182.372787
450 216.950726
452 181.770939
454 233.343717
456 180.252600
458 215.394473
460 178.586942
462 233.108630
464 175.555557
466 214.382143
468 177.023860
470 230.703295
472 177.015991
474 214.697114
476 176.214764
478 238.446499
480 175.531852
482 212.876799
484 173.353032
486 227.746194
488 172.927097
490 211.585792
492 171.844236
494 230.489934
496 170.891161
498 211.108182
