8 460.800000 230.400000
16 320.535617 294.894306
24 321.745408 305.921550
32 318.804182 307.180601
40 313.023914 309.658274
48 312.648839 307.814362
56 314.293084 309.025494
64 314.029921 309.396341
72 315.895512 311.340931
80 311.753155 306.363831
88 310.167896 306.503924
96 312.751249 308.310792
104 313.708865 308.560058
112 312.241783 306.669898
