1 242.454440
2 284.817351
3 295.422266
4 298.255230
5 302.313920
6 305.281266
8 305.881733
10 304.087377
12 305.281266
15 306.605443
20 304.563816
24 295.984539
30 291.108745
40 292.422511
60 301.844489
120 308.919914
