10 0.004000 0 0 0 0.004000
100 0.028002 0.020001 0.036002 0.052003 0.068004
200 0.645671 0.252016 0.284018 0.276017 0.300018
400 1.988124 1.684105 1.428089 1.652103 1.836115
800 16.945059 13.000812 11.076692 9.872617 9.976623
1000 33.434089 25.577598 21.669354 19.725233 19.173198
